Name	Complete Name	Id	Edition	Release	Release Date	Birth Date	Wage	Work Rate	Birth Place	Height	Weight	Position	Value	Foot	Intern. Rep.	Weak Foot	Skill Moves	Release Clause	Team	Team Position	Team Skill	Jersey	Short Passing	Contract	Nat. Team	Jersey Nat.	Nat. Position	Overall	Potential	Crossing	Finishing	Heading Accuracy	Joined	Volleys	Dribbling	Curve	FK Accuracy	Long Passing	Ball Control	Acceleration	Sprint Speed	Agility	Reactions	Balance	Shot Power	Jumping	Stamina	Strength	Long Shots	Aggression	Interceptions	Positioning	Vision	Penalties	Marking	Standing Tackle	Sliding Tackle	GK Diving	GK Handling	GK Kicking	GK Positioning	GK Reflexes	Tags	Nat. Team Skill	Win Comp.	Lose Comp.	Expulsions	Injuries
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	15	157998	May15,2015	Feb 5, 1985	€375K	High/ Low	Portugal	6'1"	176lbs	L S	€78.5M	Right	5 	4 	5 	None	Real Madrid	LW	84	7	82	2018	Portugal	7	LS	92	92	83	95	86	Jul 1, 2009	87	93	88	79	72	92	91	94	93	90	63	94	94	89	79	93	63	24	91	81	85	22	31	23	7	11	15	14	11	6	80	8	41	4	12
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	18	158914	Nov16,2017	Feb 5, 1985	€565K	High/ Low	Portugal	6'2"	183lbs	L S	€95.5M	Right	5 	4 	5 	€195.8M	Real Madrid	LS	86	7	83	2021	Portugal	7	LS	94	94	85	94	88	Jul 1, 2009	88	91	81	76	77	93	89	91	89	96	63	94	95	92	80	92	63	29	95	85	85	22	31	23	7	11	15	14	11	6	83	8	41	4	12
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	18	158855	Sep18,2017	Feb 5, 1985	€565K	High/ Low	Portugal	6'1"	176lbs	L S	€95.5M	Right	5 	4 	5 	€195.8M	Real Madrid	LW	86	7	83	2021	Portugal	7	LS	94	94	85	94	88	Jul 1, 2009	88	91	81	76	77	93	89	91	89	96	63	94	95	92	80	92	63	29	95	85	85	22	31	23	7	11	15	14	11	6	82	8	41	4	12
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	19	159159	Jul19,2018	Feb 5, 1985	€405K	High/ Low	Portugal	6'2"	183lbs	L S	€77M	Right	5 	4 	5 	€127.1M	Juventus	ST	85	7	81	2022	Portugal	7	LS	94	94	84	94	89	Jul 10, 2018	87	88	81	76	77	94	89	91	87	96	70	94	95	88	79	93	63	29	95	82	85	28	31	23	7	11	15	14	11	6	83	8	41	4	12
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	19	159192	Aug21,2018	Feb 5, 1985	€405K	High/ Low	Portugal	6'2"	183lbs	L S	€77M	Right	5 	4 	5 	€127.1M	Juventus	ST	85	7	81	2022	Portugal	7	LS	94	94	84	94	89	Jul 10, 2018	87	88	81	76	77	94	89	91	87	96	70	95	95	88	79	93	63	29	95	82	85	28	31	23	7	11	15	14	11	6	82	8	41	4	12
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	17	158543	Nov10,2016	Feb 5, 1985	€340K	High/ Low	Portugal	6'1"	176lbs	L S	€87M	Right	5 	4 	5 	None	Real Madrid	LW	86	7	83	2021	Portugal	7	LS	94	94	84	93	87	Jul 1, 2009	88	93	81	77	77	92	91	92	90	96	63	94	95	92	80	92	63	29	94	85	85	22	31	23	7	11	15	14	11	6	83	8	41	4	12
Neymar	Neymar da Silva Santos Junior	190871	16	158263	Feb4,2016	Feb 5, 1992	€270K	High/ Medium	Brazil	5'9"	150lbs	L W	€89.5M	Right	5 	5 	5 	None	FC Barcelona	LW	84	11	78	2018	Brazil	10	LW	90	94	72	88	62	Jul 1, 2013	83	94	78	79	74	93	91	90	92	86	84	78	61	79	45	73	56	36	89	79	81	21	24	33	9	9	15	15	11	3	83	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	19	159362	Feb7,2019	Feb 5, 1992	€290K	High/ Medium	Brazil	5'9"	150lbs	L W	€108M	Right	5 	5 	5 	€199.8M	Paris Saint-Germain	LAM	84	10	84	2022	Brazil	10	LW	92	92	83	87	62	Aug 3, 2017	84	96	88	87	80	95	94	90	96	94	84	80	61	81	49	82	56	36	89	88	81	27	24	33	9	9	15	15	11	6	81	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	18	158928	Nov30,2017	Feb 5, 1992	€280K	High/ Medium	Brazil	5'9"	150lbs	L W	€123M	Right	5 	5 	5 	€236.8M	Paris Saint-Germain	LW	83	10	82	2022	Brazil	10	LW	92	94	75	88	62	Aug 3, 2017	83	96	82	84	75	95	94	90	96	88	82	80	61	78	53	78	56	36	90	83	81	21	24	33	9	9	15	15	11	3	84	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	16	158256	Jan28,2016	Feb 5, 1992	€270K	High/ Medium	Brazil	5'9"	150lbs	L W	€89.5M	Right	5 	5 	5 	None	FC Barcelona	LW	84	11	75	2018	Brazil	10	LW	90	94	72	89	62	Jul 1, 2013	83	95	78	79	74	93	91	90	92	86	84	77	61	79	45	73	56	36	89	79	81	21	24	33	9	9	15	15	11	3	83	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	17	158697	Apr13,2017	Feb 5, 1992	€260K	High/ Medium	Brazil	5'9"	150lbs	L W	€106M	Right	5 	5 	5 	None	FC Barcelona	LW	85	11	81	2021	Brazil	10	LW	92	94	75	89	62	Jul 1, 2013	83	96	81	84	75	95	93	90	96	88	82	78	61	79	53	77	56	36	90	80	81	21	24	33	9	9	15	15	11	3	84	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	19	159159	Jul19,2018	Feb 5, 1992	€290K	High/ Medium	Brazil	5'9"	150lbs	L W	€118.5M	Right	5 	5 	5 	€228.1M	Paris Saint-Germain	LW	84	10	84	2022	None	None	None	92	93	79	87	62	Aug 3, 2017	84	96	88	87	78	95	94	90	96	94	84	80	61	81	49	82	56	36	89	87	81	27	24	33	9	9	15	15	11	6	None	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	18	158914	Nov16,2017	Feb 5, 1992	€280K	High/ Medium	Brazil	5'9"	150lbs	L W	€123M	Right	5 	5 	5 	€236.8M	Paris Saint-Germain	LW	83	10	81	2022	Brazil	10	LW	92	94	75	89	62	Aug 3, 2017	83	96	82	84	75	95	94	90	96	88	82	80	61	78	53	77	56	36	90	82	81	21	24	33	9	9	15	15	11	3	84	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	17	158718	May4,2017	Feb 5, 1992	€260K	High/ Medium	Brazil	5'9"	150lbs	L W	€106M	Right	5 	5 	5 	None	FC Barcelona	LW	85	11	81	2021	Brazil	10	LW	92	94	75	89	62	Jul 1, 2013	83	96	81	84	75	95	93	90	96	88	82	78	61	79	53	77	56	36	90	80	81	21	24	33	9	9	15	15	11	3	84	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	19	159241	Oct9,2018	Feb 5, 1992	€290K	High/ Medium	Brazil	5'9"	150lbs	L W	€118.5M	Right	5 	5 	5 	€228.1M	Paris Saint-Germain	CAM	84	10	84	2022	Brazil	10	LW	92	93	79	87	62	Aug 3, 2017	84	96	88	87	78	95	94	90	96	94	84	80	61	81	49	82	56	36	89	87	81	27	24	33	9	9	15	15	11	6	81	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	16	158193	Nov26,2015	Feb 5, 1992	€270K	High/ Medium	Brazil	5'9"	150lbs	L W	€82M	Right	5 	5 	5 	None	FC Barcelona	LW	84	11	75	2018	Brazil	10	LW	89	94	72	85	62	Jul 1, 2013	83	94	78	79	74	92	91	90	92	86	84	77	61	79	45	73	56	36	87	79	81	21	24	33	9	9	15	15	11	3	82	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	16	158152	Oct16,2015	Feb 5, 1992	€230K	High/ Medium	Brazil	5'9"	150lbs	L W	€71.5M	Right	5 	5 	5 	None	FC Barcelona	LW	84	11	72	2018	Brazil	10	LW	88	93	71	85	62	Jul 1, 2013	83	94	78	78	72	91	91	90	92	86	84	77	61	79	45	70	56	36	87	72	81	21	24	33	9	9	15	15	11	3	83	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	18	158886	Oct19,2017	Feb 5, 1992	€280K	High/ Medium	Brazil	5'9"	150lbs	L W	€123M	Right	5 	5 	5 	€236.8M	Paris Saint-Germain	LW	83	10	81	2022	Brazil	10	LW	92	94	75	89	62	Aug 3, 2017	83	96	82	84	75	95	94	90	96	88	82	80	61	78	53	77	56	36	90	80	81	21	24	33	9	9	15	15	11	3	84	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	17	158669	Mar16,2017	Feb 5, 1992	€260K	High/ Medium	Brazil	5'9"	150lbs	L W	€106M	Right	5 	5 	5 	None	FC Barcelona	LW	85	11	81	2021	Brazil	10	LW	92	94	75	89	62	Jul 1, 2013	83	96	79	84	75	95	93	90	96	88	82	78	61	79	49	77	56	36	90	80	81	21	24	33	9	9	15	15	11	3	84	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	19	159348	Jan24,2019	Feb 5, 1992	€290K	High/ Medium	Brazil	5'9"	150lbs	L W	€118.5M	Right	5 	5 	5 	€228.1M	Paris Saint-Germain	LAM	84	10	84	2022	Brazil	10	LW	92	93	83	87	62	Aug 3, 2017	84	96	88	87	80	95	94	90	96	94	84	80	61	81	49	82	56	36	89	88	81	27	24	33	9	9	15	15	11	6	81	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	16	158200	Dec3,2015	Feb 5, 1992	€270K	High/ Medium	Brazil	5'9"	150lbs	L W	€82M	Right	5 	5 	5 	None	FC Barcelona	LW	84	11	75	2018	Brazil	10	LW	89	94	72	87	62	Jul 1, 2013	83	94	78	79	74	92	91	90	92	86	84	77	61	79	45	73	56	36	87	79	81	21	24	33	9	9	15	15	11	3	82	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	19	159233	Oct1,2018	Feb 5, 1992	€290K	High/ Medium	Brazil	5'9"	150lbs	L W	€118.5M	Right	5 	5 	5 	€228.1M	Paris Saint-Germain	CAM	84	10	84	2022	Brazil	10	LW	92	93	79	87	62	Aug 3, 2017	84	96	88	87	78	95	94	90	96	94	84	80	61	81	49	82	56	36	89	87	81	27	24	33	9	9	15	15	11	6	81	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	18	158998	Feb8,2018	Feb 5, 1992	€280K	High/ Medium	Brazil	5'9"	150lbs	L W	€119.5M	Right	5 	5 	5 	€230M	Paris Saint-Germain	LW	83	10	82	2022	Brazil	10	LW	92	93	75	88	62	Aug 3, 2017	83	96	82	84	75	95	94	90	96	88	82	80	61	78	53	78	56	36	90	83	81	21	24	33	9	9	15	15	11	3	85	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	16	158127	Sep21,2015	Feb 5, 1992	€230K	High/ Medium	Brazil	5'9"	150lbs	L W	€71.5M	Right	5 	5 	5 	None	FC Barcelona	LW	84	11	72	2018	Brazil	10	LW	88	93	71	85	62	Jul 1, 2013	83	94	78	78	72	91	91	90	92	86	84	77	61	80	45	70	56	36	87	72	81	21	24	33	9	9	15	15	11	3	83	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	17	158725	May11,2017	Feb 5, 1992	€260K	High/ Medium	Brazil	5'9"	150lbs	L W	€106M	Right	5 	5 	5 	None	FC Barcelona	LW	85	11	81	2021	Brazil	10	LW	92	94	75	89	62	Jul 1, 2013	83	96	81	84	75	95	93	90	96	88	82	78	61	79	53	77	56	36	90	80	81	21	24	33	9	9	15	15	11	3	84	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	15	157759	Sep18,2014	Feb 5, 1992	€0	High/ Medium	Brazil	5'9"	141lbs	C F	€0	Right	5 	5 	5 	None	FC Barcelona	LW	84	11	72	2018	Brazil	10	CF	86	91	71	85	62	Jul 1, 2013	83	94	78	78	72	90	91	89	92	86	84	77	61	86	45	70	56	36	87	72	81	21	24	33	9	9	15	15	11	3	82	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	17	158627	Feb2,2017	Feb 5, 1992	€260K	High/ Medium	Brazil	5'9"	150lbs	L W	€106M	Right	5 	5 	5 	None	FC Barcelona	LW	85	11	81	2021	Brazil	10	LW	92	94	75	89	62	Jul 1, 2013	83	96	78	79	75	95	93	90	96	88	82	78	61	70	49	77	56	36	90	80	81	21	24	33	9	9	15	15	11	3	84	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	18	158855	Sep18,2017	Feb 5, 1992	€280K	High/ Medium	Brazil	5'9"	150lbs	L W	€123M	Right	5 	5 	5 	€236.8M	Paris Saint-Germain	LW	84	10	81	2022	Brazil	10	LW	92	94	75	89	62	Aug 3, 2017	83	96	81	84	75	95	94	90	96	88	82	80	61	78	53	77	56	36	90	80	81	21	24	33	9	9	15	15	11	3	84	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	15	157788	Oct17,2014	Feb 5, 1992	€220K	High/ Medium	Brazil	5'9"	150lbs	L S	€31M	Right	5 	5 	5 	None	FC Barcelona	LW	84	11	72	2018	Brazil	10	LS	86	91	71	85	62	Jul 1, 2013	83	94	78	78	72	90	91	89	92	86	84	77	61	86	45	70	56	36	87	72	81	21	24	33	9	9	15	15	11	3	82	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	19	159334	Jan10,2019	Feb 5, 1992	€290K	High/ Medium	Brazil	5'9"	150lbs	L W	€118.5M	Right	5 	5 	5 	€228.1M	Paris Saint-Germain	LM	84	10	84	2022	Brazil	10	LW	92	93	79	87	62	Aug 3, 2017	84	96	88	87	78	95	94	90	96	94	84	80	61	81	49	82	56	36	89	88	81	27	24	33	9	9	15	15	11	6	81	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	19	159222	Sep20,2018	Feb 5, 1992	€290K	High/ Medium	Brazil	5'9"	150lbs	L W	€118.5M	Right	5 	5 	5 	€228.1M	Paris Saint-Germain	CAM	84	10	84	2022	Brazil	10	LW	92	93	79	87	62	Aug 3, 2017	84	96	88	87	78	95	94	90	96	94	84	80	61	81	49	82	56	36	89	87	81	27	24	33	9	9	15	15	11	6	81	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	17	158492	Sep20,2016	Feb 5, 1992	€260K	High/ Medium	Brazil	5'9"	150lbs	L W	€109M	Right	5 	5 	5 	None	FC Barcelona	LW	85	11	81	2021	Brazil	10	LW	92	95	75	89	62	Jul 1, 2013	83	96	78	79	75	95	93	90	96	88	82	78	61	70	49	77	56	36	90	80	81	21	24	33	9	9	15	15	11	3	84	14	21	8	16
Andrés Iniesta	Andrés Iniesta Luján	41	19	159159	Jul19,2018	May 11, 1984	€23K	High/ Medium	Spain	5'7"	150lbs	L C M	€24.5M	Right	4 	4 	4 	€30.6M	Vissel Kobe	LCM	67	8	92	2021	None	None	None	87	87	77	70	54	Jul 16, 2018	74	90	80	70	86	94	70	68	79	88	84	65	47	55	58	71	58	66	84	94	71	67	57	56	6	13	6	13	7	2	None	11	43	0	15
Andrés Iniesta	Andrés Iniesta Luján	41	19	159502	Jun27,2019	May 11, 1984	€18K	High/ Medium	Spain	5'7"	150lbs	L C M	€15M	Right	4 	4 	4 	€19.5M	Vissel Kobe	LCM	69	8	90	2021	None	None	None	84	84	77	70	54	Jul 16, 2018	75	87	80	70	84	91	65	65	79	84	84	67	47	59	58	70	58	66	78	93	71	68	59	56	6	13	6	13	7	3	None	11	43	0	15
Andrés Iniesta	Andrés Iniesta Luján	41	15	157809	Nov7,2014	May 11, 1984	€245K	High/ Medium	Spain	5'7"	150lbs	S U B	€36M	Right	5 	4 	4 	None	FC Barcelona	SUB	84	8	93	2018	Spain	6	SUB	89	89	85	73	54	Jul 1, 2002	74	92	80	70	89	94	76	75	83	90	86	65	54	78	59	75	58	68	87	93	71	57	57	56	6	13	6	13	7	2	83	11	43	0	15
Andrés Iniesta	Andrés Iniesta Luján	41	15	157788	Oct17,2014	May 11, 1984	€245K	High/ Medium	Spain	5'7"	150lbs	L C M	€36M	Right	5 	4 	4 	None	FC Barcelona	LCM	84	8	93	2018	Spain	6	LCM	89	89	85	73	54	Jul 1, 2002	74	92	80	70	89	94	76	75	83	90	86	65	54	78	59	75	58	68	87	93	71	57	57	56	6	13	6	13	7	2	83	11	43	0	15
Andrés Iniesta	Andrés Iniesta Luján	41	15	157759	Sep18,2014	May 11, 1984	€0	High/ Medium	Spain	5'7"	143lbs	L W	€0	Right	5 	4 	4 	None	FC Barcelona	LCM	84	8	93	2018	Spain	6	LW	89	89	85	73	54	Jul 1, 2002	74	92	80	70	89	94	76	75	83	90	86	65	54	78	59	75	58	68	87	93	71	57	57	56	6	13	6	13	7	2	83	11	43	0	15
Andrés Iniesta	Andrés Iniesta Luján	41	19	159355	Jan31,2019	May 11, 1984	€19K	High/ Medium	Spain	5'7"	150lbs	L A M	€18.5M	Right	4 	4 	4 	€24.1M	Vissel Kobe	LAM	69	8	90	2021	None	None	None	85	85	77	69	54	Jul 16, 2018	75	88	80	70	84	91	70	66	79	84	84	67	47	58	58	70	58	65	78	93	71	68	57	56	6	13	6	13	7	3	None	11	43	0	15
Andrés Iniesta	Andrés Iniesta Luján	41	18	158855	Sep18,2017	May 11, 1984	€260K	High/ Medium	Spain	5'7"	150lbs	L C M	€29.5M	Right	4 	4 	4 	€60.5M	FC Barcelona	LCM	84	8	92	2018	Spain	6	LCM	87	87	77	70	54	Jul 1, 2002	74	90	80	70	86	94	72	71	79	88	84	65	52	58	58	71	58	66	84	94	71	57	57	56	6	13	6	13	7	2	86	11	43	0	15
Andrés Iniesta	Andrés Iniesta Luján	41	18	159114	Jun4,2018	May 11, 1984	€260K	High/ Medium	Spain	5'7"	150lbs	L C M	€29.5M	Right	4 	4 	4 	€60.5M	FC Barcelona	SUB	85	8	92	2018	Spain	6	LCM	87	87	77	70	54	Jul 1, 2002	74	90	80	70	86	94	72	71	79	88	84	65	52	58	58	71	58	66	84	94	71	57	57	56	6	13	6	13	7	2	86	11	43	0	15
Andrés Iniesta	Andrés Iniesta Luján	41	16	158152	Oct16,2015	May 11, 1984	€220K	High/ Medium	Spain	5'7"	150lbs	L C M	€43M	Right	5 	4 	4 	None	FC Barcelona	LCM	84	8	92	2018	Spain	6	LCM	88	88	79	73	54	Jul 1, 2002	74	90	80	70	86	92	76	75	83	88	87	65	54	64	59	74	58	68	85	92	71	57	57	56	6	13	6	13	7	2	84	11	43	0	15
Andrés Iniesta	Andrés Iniesta Luján	41	19	159278	Nov15,2018	May 11, 1984	€21K	High/ Medium	Spain	5'7"	150lbs	L F	€21.5M	Right	4 	4 	4 	€26.9M	Vissel Kobe	LF	67	8	90	2021	None	None	None	86	86	77	70	54	Jul 16, 2018	74	90	80	70	85	92	70	67	79	86	84	65	47	55	58	71	58	66	81	93	71	67	57	56	6	13	6	13	7	3	None	11	43	0	15
Andrés Iniesta	Andrés Iniesta Luján	41	16	158127	Sep21,2015	May 11, 1984	€220K	High/ Medium	Spain	5'7"	150lbs	L C M	€43M	Right	5 	4 	4 	None	FC Barcelona	LCM	84	8	92	2018	Spain	6	LCM	88	88	79	73	54	Jul 1, 2002	74	90	80	70	86	92	76	75	83	88	86	65	54	64	59	74	58	68	85	92	71	57	57	56	6	13	6	13	7	2	84	11	43	0	15
Andrés Iniesta	Andrés Iniesta Luján	41	18	158886	Oct19,2017	May 11, 1984	€260K	High/ Medium	Spain	5'7"	150lbs	L C M	€29.5M	Right	4 	4 	4 	€60.5M	FC Barcelona	LM	84	8	92	2026	Spain	6	LCM	87	87	77	70	54	Jul 1, 2002	74	90	80	70	86	94	72	71	79	88	84	65	52	58	58	71	58	66	84	94	71	57	57	56	6	13	6	13	7	2	86	11	43	0	15
Andrés Iniesta	Andrés Iniesta Luján	41	18	159110	May31,2018	May 11, 1984	€0	High/ Medium	Spain	5'7"	150lbs	L C M	€0	Right	4 	4 	4 	None	Spain	LCM	86	6	92	None	None	None	None	87	87	77	70	54	None	74	90	80	70	86	94	71	70	78	88	83	65	50	55	56	71	58	64	82	94	71	55	54	53	6	13	6	13	7	2	None	11	43	0	15
Andrés Iniesta	Andrés Iniesta Luján	41	19	159243	Oct11,2018	May 11, 1984	€23K	High/ Medium	Spain	5'7"	150lbs	L C M	€24.5M	Right	4 	4 	4 	€30.6M	Vissel Kobe	LCM	67	8	92	2021	None	None	None	87	87	77	70	54	Jul 16, 2018	74	90	80	70	86	94	70	68	79	88	84	65	47	55	58	71	58	66	84	94	71	67	57	56	6	13	6	13	7	3	None	11	43	0	15
Andrés Iniesta	Andrés Iniesta Luján	41	17	158492	Sep20,2016	May 11, 1984	€140K	High/ Medium	Spain	5'7"	150lbs	L C M	€39.5M	Right	4 	4 	4 	None	FC Barcelona	LCM	85	8	92	2018	Spain	6	LCM	88	88	79	73	54	Jul 1, 2002	74	90	80	70	86	93	74	73	82	88	86	65	54	64	59	74	58	68	85	94	71	57	57	56	6	13	6	13	7	2	85	11	43	0	15
Andrés Iniesta	Andrés Iniesta Luján	41	19	159551	Aug15,2019	May 11, 1984	€16K	High/ Medium	Spain	5'7"	150lbs	C A M	€12.5M	Right	4 	4 	4 	€16.3M	Vissel Kobe	CAM	70	8	90	2021	None	None	None	83	83	77	70	54	Jul 16, 2018	79	87	80	70	84	91	64	64	79	82	81	67	43	59	62	70	58	66	78	93	71	68	59	56	6	13	6	13	7	3	None	11	43	0	15
Andrés Iniesta	Andrés Iniesta Luján	41	19	159509	Jul4,2019	May 11, 1984	€18K	High/ Medium	Spain	5'7"	150lbs	L C M	€15M	Right	4 	4 	4 	€19.5M	Vissel Kobe	LCM	69	8	90	2021	None	None	None	84	84	77	70	54	Jul 16, 2018	75	87	80	70	84	91	65	65	79	84	82	67	47	59	59	70	58	66	78	93	71	68	59	56	6	13	6	13	7	3	None	11	43	0	15
